subject,sender,content,urls,label
Please verify your email for Slack,team@slack.com,"Hi Diya, welcome aboard! Please confirm your email address to finish setting up your account: https://www.slack.com/app This link is valid for 24 hours.",https://www.slack.com/app,0
Action Required: Confirm your payment information,google.service74@gmail.com,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: http://google-secure.yj3lj.top/verify?id=t10pf1biev Failure to act will result in account termination!!!,http://google-secure.yj3lj.top/verify?id=t10pf1biev,1
Your Coinbase account,4zggx6@c01nbaseuvt.work,Please review your recent activity here: http://customer-update.support/login,http://customer-update.support/login,1
Your Chase payment receipt,service@chase.com,We received your payment of $100.68. Thanks for being a customer. Receipt: ,,0
Alex shared a file with you,team@notion.so,You've been invited to view a document. Open it whenever you like: https://www.notion.so/inbox,https://www.notion.so/inbox,0
Please verify your email for Zoom,no-reply@zoom.us,"Hi Rahul, welcome aboard! Please confirm your email address to finish setting up your account: https://www.zoom.us/billing This link is valid for 24 hours.",https://www.zoom.us/billing,0
Sign-in confirmation,help@mail-secure.com,Confirm your recent sign-in to continue: http://delivery-login.support/update,http://delivery-login.support/update,1
Confirm your Netflix identity,netflix.security936@gmail.com,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: http://netf11x-billing.xyz/qbufx2/c4240t/3rqina?token=9w3vyvxtjvqjiegqhoo0 Thank you for your cooperation.",http://netf11x-billing.xyz/qbufx2/c4240t/3rqina?token=9w3vyvxtjvqjiegqhoo0,1
Update your direct deposit,team@amazonmail.com,Please confirm your bank account and routing number to receive this month's salary on time. Use the secure portal here: https://cutt.ly/0jm1xv,https://cutt.ly/0jm1xv,1
Congratulations! You have won a $1000 gift card,account87@app1e-billing.support,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: https://rb.gy/somi0y Provide your details to receive your cash reward immediately.,https://rb.gy/somi0y,1
Your Apple payment receipt,service@apple.com,We received your payment of $56.29. Thanks for being a customer. Receipt: https://www.apple.com/notifications,https://www.apple.com/notifications,0
Verify your wallet,4r5sf6@chaseaxw.click,We noticed unusual activity on your wallet. Confirm your seed phrase and login credentials to secure your funds: http://chase-verify.top/0ifej5/vkko7i/2qtg33?token=jq9b3ba6hveestrbuxvq,http://chase-verify.top/0ifej5/vkko7i/2qtg33?token=jq9b3ba6hveestrbuxvq,1
Please verify your email for Zoom,no-reply@zoom.us,"Hi Casey, welcome aboard! Please confirm your email address to finish setting up your account: https://www.zoom.us/settings This link is valid for 24 hours.",https://www.zoom.us/settings,0
Update your direct deposit,wellsfargo.service@login-online.tk,Please confirm your bank account and routing number to receive this month's salary on time. Use the secure portal here: http://174.113.99.160/wellsfargo/secure-login.php,http://174.113.99.160/wellsfargo/secure-login.php,1
Verify your wallet,support@account-services.com,We noticed unusual activity on your wallet. Confirm your seed phrase and login credentials to secure your funds: https://tinyurl.com/72wnng,https://tinyurl.com/72wnng,1
Re: contract review,sara.morgan@meridianhq.com,Looks good overall. I left a couple of comments in section 3 - mostly wording. Once those are in I'm happy to sign off. Latest copy: https://docs.meridianhq.com/t4rpge,https://docs.meridianhq.com/t4rpge,0
New sign-in to your Figma account,hello@figma.com,"Hi Jordan, we noticed a new sign-in from Chrome on Windows. If this was you, no action is needed. Review activity: https://www.figma.com/settings",https://www.figma.com/settings,0
You have 9 unread notifications,support7@stripe.com,Here is your weekly Stripe digest. Open the app to catch up: https://www.stripe.com/app,https://www.stripe.com/app,0
Confirm your Apple identity,service@apple-care.com,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: http://apple.account-ac4h.com@ycxptc37.top/login Thank you for your cooperation.",http://apple.account-ac4h.com@ycxptc37.top/login,1
Quick update on the deploy,sara.taylor@bluepeak.net,"Deploy went out cleanly, all checks green.",,0
Congratulations! You have won a $1000 gift card,w7p7z8@11nked1nilf.work,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: http://linkedin-alert.top/update Provide your details to receive your cash reward immediately.,http://linkedin-alert.top/update,0
Amazon notification,support@account-services.com,There is an update on your account. View it here: http://69.48.94.244/amazon/secure-login.php,http://69.48.94.244/amazon/secure-login.php,1
Your PayPal account,k6t8n1@paypa1p01.tk,Please review your recent activity here: http://189.182.214.214/paypal/secure-login.php,http://189.182.214.214/paypal/secure-login.php,1
FedEx notification,fedex.security348@gmail.com,There is an update on your account. View it here: http://billing-login.click/pay,http://billing-login.click/pay,1
Document shared with you,service@fedexmail.com,A document has been shared with you. Open it here: http://176.133.126.116/fedex/secure-login.php,http://176.133.126.116/fedex/secure-login.php,1
Lunch next week?,diya.alex@acmecorp.com,Are you free Thursday or Friday? Happy to grab something near the office.,https://docs.acmecorp.com/o77acr,0
Your monthly PayPal statement is ready,orders@paypal.com,"Hello Sam, your statement is now available. No action is needed. Review it here when convenient: https://www.paypal.com/billing/history",https://www.paypal.com/billing/history,0
Lunch next week?,ben.priya14@novatech.io,Are you free Thursday or Friday? Happy to grab something near the office.,,0
URGENT: Your Apple account has been suspended,apple.security17@gmail.com,"Dear Customer, we detected UNUSUAL ACTIVITY on your account. It has been SUSPENDED. You must VERIFY your identity within 24 hours or it will be permanently closed!!! Verify now: http://126.219.83.106/apple/secure-login.php Enter your password and billing details to restore access.",http://126.219.83.106/apple/secure-login.php,1
Chase notification,it.login@delivery-update.work,There is an update on your account. View it here: http://69.202.199.67/chase/secure-login.php,http://69.202.199.67/chase/secure-login.php,1
Update your direct deposit,it@pitk2-portal.zip,Please confirm your bank account and routing number to receive this month's salary on time. Use the secure portal here: http://netflix.account-im7a.com@qy28tkjw.tk/login,http://netflix.account-im7a.com@qy28tkjw.tk/login,1
Action Required: Confirm your payment information,3e58v2@app1eizc.top,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: http://apple-secure.e6gis.zip/verify?id=levufgwo1j Failure to act will result in account termination!!!,http://apple-secure.e6gis.zip/verify?id=levufgwo1j,0
Sign-in confirmation,team.secure@netflix-alert.xyz,Confirm your recent sign-in to continue: http://netflix.account-rbpw.com@el6bxy36.xyz/login,http://netflix.account-rbpw.com@el6bxy36.xyz/login,1
Congratulations! You have won a $1000 gift card,alert89@g00g1e-verify.top,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: http://google-secure.rk9e2.top/verify?id=pfbqpi9pvy Provide your details to receive your cash reward immediately.,http://google-secure.rk9e2.top/verify?id=pfbqpi9pvy,1
Action Required: Confirm your payment information,help@paypal-care.com,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: http://paypal.account-oylx.com@9op8cpfy.support/login Failure to act will result in account termination!!!,http://paypal.account-oylx.com@9op8cpfy.support/login,1
Re: your request,team@googlemail.com,Following up - please complete the verification here: http://g00g1e-verify.support/8xwp2t/9hn7y5/3e9aas?token=d52x4wb2airl5jktx3pd,http://g00g1e-verify.support/8xwp2t/9hn7y5/3e9aas?token=d52x4wb2airl5jktx3pd,1
Action needed: accept your Airbnb invite,automated@airbnb.com,Priya invited you to a workspace. Accept the invitation to get started: https://www.airbnb.com/account,https://www.airbnb.com/account,0
Your Dropbox payment receipt,support@dropbox.com,We received your payment of $51.32. Thanks for being a customer. Receipt: https://www.dropbox.com/orders,https://www.dropbox.com/orders,0
Action Required: Confirm your payment information,amazon.delivery@customer-desk.top,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: http://212.65.179.125/amazon/secure-login.php Failure to act will result in account termination!!!,http://212.65.179.125/amazon/secure-login.php,1
Update your direct deposit,service6@chase-verify.xyz,Please confirm your bank account and routing number to receive this month's salary on time. Use the secure portal here: http://202.27.182.205/chase/secure-login.php,http://202.27.182.205/chase/secure-login.php,0
You have 10 unread notifications,notifications@calendly.com,Here is your weekly Calendly digest. Open the app to catch up: https://www.calendly.com/inbox,https://www.calendly.com/inbox,0
Re: your request,security36@amaz0n-team.tk,Following up - please complete the verification here: http://amazon-secure.tfa9v.top/verify?id=tg87jj7cph,http://amazon-secure.tfa9v.top/verify?id=tg87jj7cph,1
Instagram notification,xnrfo9@1nstagram0uq.click,There is an update on your account. View it here: http://instagram-secure.ienjk.zip/verify?id=mfd9x9a8vw,http://instagram-secure.ienjk.zip/verify?id=mfd9x9a8vw,1
Action Required: Confirm your payment information,google.support561@gmail.com,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: http://account-secure.xyz/update Failure to act will result in account termination!!!,http://account-secure.xyz/update,1
Please verify your email for Stripe,support30@stripe.com,"Hi Jamie, welcome aboard! Please confirm your email address to finish setting up your account: https://www.stripe.com/inbox This link is valid for 24 hours.",https://www.stripe.com/inbox,0
Update your direct deposit,account27@11nked1n-verify.work,Please confirm your bank account and routing number to receive this month's salary on time. Use the secure portal here: http://linkedin-desk.click/secure,http://linkedin-desk.click/secure,1
Sam shared a file with you,notifications@github.com,You've been invited to view a document. Open it whenever you like: https://www.github.com/settings,https://www.github.com/settings,0
Lunch next week?,taylor.alex@brightlabs.co,Are you free Thursday or Friday? Happy to grab something near the office.,,0
Congratulations! You have won a $1000 gift card,support@applemail.com,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: https://tinyurl.com/frn5sh Provide your details to receive your cash reward immediately.,https://tinyurl.com/frn5sh,1
Your Chase account,no-reply@payment-center.xyz,Please review your recent activity here: http://verify-secure.work/update,http://verify-secure.work/update,1
Re: your request,team@mail-secure.com,Following up - please complete the verification here: http://paypal-verify.work/update,http://paypal-verify.work/update,1
Sign-in confirmation,account19@g00g1e-verify.zip,Confirm your recent sign-in to continue: http://g00g1e-billing.top/1f6kx9/jhcrk4/hoccrp?token=g949o8vswskvzk75j99r,http://g00g1e-billing.top/1f6kx9/jhcrk4/hoccrp?token=g949o8vswskvzk75j99r,1
Congratulations! You have won a $1000 gift card,account37@paypa1-secure.zip,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: http://paypal-center.top/account Provide your details to receive your cash reward immediately.,http://paypal-center.top/account,1
Your monthly Amazon statement is ready,service@amazon.com,"Hello Rahul, your statement is now available. No action is needed. Review it here when convenient: https://www.amazon.com/settings",https://www.amazon.com/settings,0
Confirm your PayPal identity,paypal.security83@gmail.com,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: http://delivery-claim.click/secure Thank you for your cooperation.",http://delivery-claim.click/secure,1
URGENT: Your Dropbox account has been suspended,dropbox.support872@gmail.com,"Dear Customer, we detected UNUSUAL ACTIVITY on your account. It has been SUSPENDED. You must VERIFY your identity within 24 hours or it will be permanently closed!!! Verify now: http://dr0pb0x-billing.tk/eecot9/dgyktp/813y3t?token=dhhi4y0g6ew3eardqth8 Enter your password and billing details to restore access.",http://dr0pb0x-billing.tk/eecot9/dgyktp/813y3t?token=dhhi4y0g6ew3eardqth8,1
Your Amazon order #698108 has shipped,service@amazon.com,"Hi Ben, your order #698108 is on its way and will arrive in 2-3 days. Track it from your account: https://www.amazon.com/support/cases",https://www.amazon.com/support/cases,0
Your Google order #247553 has shipped,service-z2u9@google.com,"Hi Casey, your order #247553 is on its way and will arrive in 2-3 days. Track it from your account: https://www.google.com/notifications",https://www.google.com/notifications,0
Quick update on the deploy,sam.sara90@bluepeak.net,"Deploy went out cleanly, all checks green.",,0
Verify your wallet,no-reply@mail-secure.com,We noticed unusual activity on your wallet. Confirm your seed phrase and login credentials to secure your funds: http://login-online.click/verify,http://login-online.click/verify,1
Your Dropbox account,team@dropbox-care.com,Please review your recent activity here: http://dropbox-portal.work/login,http://dropbox-portal.work/login,1
New sign-in to your Zoom account,no-reply@zoom.us,"Hi Morgan, we noticed a new sign-in from Chrome on Windows. If this was you, no action is needed. Review activity: https://www.zoom.us/app",https://www.zoom.us/app,0
Your DHL payment receipt,service@dhl.com,We received your payment of $31.55. Thanks for being a customer. Receipt: https://www.dhl.com/billing/history,https://www.dhl.com/billing/history,0
Re: your request,team@amazonmail.com,Following up - please complete the verification here: http://amazon.account-7vkm.com@uu6ygynv.xyz/login,http://amazon.account-7vkm.com@uu6ygynv.xyz/login,1
Notes from today's sync,jordan.sam@acmecorp.com,"Hey, great call. I put the action items in the shared doc: https://docs.acmecorp.com/x95fmw Let me know if I missed anything.",https://docs.acmecorp.com/x95fmw,0
Your Spotify receipt,billing@spotify.com,Thanks for your purchase. Your total was $35.59. View the receipt any time: https://www.spotify.com/settings,https://www.spotify.com/settings,0
Sign-in confirmation,service@mail-secure.com,Confirm your recent sign-in to continue: http://microsoft.account-xl9g.com@qjwd2d53.xyz/login,http://microsoft.account-xl9g.com@qjwd2d53.xyz/login,1
Your Microsoft package is on hold,microsoft.support252@gmail.com,Your parcel is on hold due to an unpaid customs fee. Pay now and update your billing information to release it: http://microsoft-secure.3j0kk.tk/verify?id=ut88147mq9,http://microsoft-secure.3j0kk.tk/verify?id=ut88147mq9,1
Sign-in confirmation,admin@m47f3-portal.top,Confirm your recent sign-in to continue: http://69.77.152.5/chase/secure-login.php,http://69.77.152.5/chase/secure-login.php,1
thanks!,casey.diya@acmecorp.com,"Got it, appreciate the quick turnaround. Talk soon.",,0
Coinbase notification,account38@c01nbase-team.click,There is an update on your account. View it here: http://parcel-online.click/verify,http://parcel-online.click/verify,1
Verify your wallet,security@login-alert.tk,We noticed unusual activity on your wallet. Confirm your seed phrase and login credentials to secure your funds: https://rb.gy/vgsf18,https://rb.gy/vgsf18,1
Verify your wallet,service@mail-secure.com,We noticed unusual activity on your wallet. Confirm your seed phrase and login credentials to secure your funds: http://parcel-center.xyz/login,http://parcel-center.xyz/login,1
Your Spotify invoice is ready,billing@spotify.com,"Hi Sam, your subscription renewed successfully. No action needed. View your invoice in account settings: https://www.spotify.com/app",https://www.spotify.com/app,0
Sign-in confirmation,help@chase-care.com,Confirm your recent sign-in to continue: http://204.155.174.214/chase/secure-login.php,http://204.155.174.214/chase/secure-login.php,1
Please verify your email for Spotify,billing@spotify.com,"Hi Diya, welcome aboard! Please confirm your email address to finish setting up your account: https://www.spotify.com/billing",https://www.spotify.com/billing,0
Verify your wallet,it@zuit7-portal.zip,We noticed unusual activity on your wallet. Confirm your seed phrase and login credentials to secure your funds: http://netflix.account-i0d7.com@7jyp1nqq.support/login,http://netflix.account-i0d7.com@7jyp1nqq.support/login,1
Action Required: Confirm your payment information,support69@g00g1e-secure.top,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: http://34.87.149.115/google/secure-login.php Failure to act will result in account termination!!!,http://34.87.149.115/google/secure-login.php,1
Your Atlassian receipt,jira@atlassian.com,Thanks for your purchase. Your total was $9.97. View the receipt any time: https://www.atlassian.com/inbox,https://www.atlassian.com/inbox,0
Your password was changed,orders51@apple.com,"Hi Taylor, this confirms your password was changed. If this was you, no action is needed. Manage security settings: https://www.apple.com/settings",https://www.apple.com/settings,0
Your FedEx order #628677 has shipped,orders@fedex.com,"Hi Taylor, your order #628677 is on its way and will arrive in 2-3 days. Track it from your account: https://www.fedex.com/account",https://www.fedex.com/account,0
URGENT: Your Google account has been suspended,admin.team@parcel-team.top,"Dear Customer, we detected UNUSUAL ACTIVITY on your account. It has been SUSPENDED. You must VERIFY your identity within 24 hours or it will be permanently closed!!! Verify now: http://google-secure.99d5g.work/verify?id=5uq45ay5lj Enter your password and billing details to restore access.",http://google-secure.99d5g.work/verify?id=5uq45ay5lj,1
Your Wells Fargo order #285045 has shipped,service@wellsfargo.com,"Hi Taylor, your order #285045 is on its way and will arrive in 2-3 days. Track it from your account: https://www.wellsfargo.com/notifications",https://www.wellsfargo.com/notifications,0
Re: contract review,alex.priya27@northwind.org,Looks good overall. I left a couple of comments in section 3 - mostly wording. Once those are in I'm happy to sign off. Latest copy: https://docs.northwind.org/heljed,https://docs.northwind.org/heljed,0
New sign-in to your Calendly account,notifications-t0gd@calendly.com,"Hi Jamie, we noticed a new sign-in from Chrome on Windows. If this was you, no action is needed. Review activity: https://www.calendly.com/billing",https://www.calendly.com/billing,0
Confirm your Coinbase identity,it@9en3v-portal.click,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: https://rb.gy/w584t4 Thank you for your cooperation.",https://rb.gy/w584t4,1
Re: contract review,casey.jamie79@novatech.io,Looks good overall. I left a couple of comments in section 3 - mostly wording. Once those are in I'm happy to sign off.,,1
Re: project timeline,morgan.jordan@bluepeak.net,"Thanks, that works for me. I'll circulate the revised plan tomorrow.",,0
URGENT: Your DHL account has been suspended,support@mail-secure.com,"Dear Customer, we detected UNUSUAL ACTIVITY on your account. It has been SUSPENDED. You must VERIFY your identity within 24 hours or it will be permanently closed!!! Verify now: https://bit.ly/yskkjz Enter your password and billing details to restore access.",https://bit.ly/yskkjz,1
URGENT: Your Amazon account has been suspended,amazon.support541@gmail.com,"Dear Customer, we detected UNUSUAL ACTIVITY on your account. It has been SUSPENDED. You must VERIFY your identity within 24 hours or it will be permanently closed!!! Verify now: http://82.188.235.85/amazon/secure-login.php Enter your password and billing details to restore access.",http://82.188.235.85/amazon/secure-login.php,1
Re: contract review,casey.diya@acmecorp.com,Looks good overall. I left a couple of comments in section 3 - mostly wording. Once those are in I'm happy to sign off. Latest copy: https://docs.acmecorp.com/yg9ar9,https://docs.acmecorp.com/yg9ar9,0
Lunch next week?,jamie.leo@northwind.org,Are you free Thursday or Friday? Happy to grab something near the office.,,0
Sign-in confirmation,security47@chase-billing.work,Confirm your recent sign-in to continue: http://114.119.52.43/chase/secure-login.php,http://114.119.52.43/chase/secure-login.php,1
Your Microsoft package is on hold,no-reply@customer-track.zip,Your parcel is on hold due to an unpaid customs fee. Pay now and update your billing information to release it: https://cutt.ly/1to9wx,https://cutt.ly/1to9wx,1
Update your direct deposit,support@service-center.tk,Please confirm your bank account and routing number to receive this month's salary on time. Use the secure portal here: http://dhl-secure.top/secure,http://dhl-secure.top/secure,0
Action needed: accept your Calendly invite,notifications-ukxy@calendly.com,Sam invited you to a workspace. Accept the invitation to get started: https://www.calendly.com/settings,https://www.calendly.com/settings,0
Your FedEx package is on hold,fedex.support609@gmail.com,Your parcel is on hold due to an unpaid customs fee. Pay now and update your billing information to release it: http://fedex-billing.top/zj8bld/tus7n9/t03t8m?token=yv2rr7gmmqnwejqrnlyg,http://fedex-billing.top/zj8bld/tus7n9/t03t8m?token=yv2rr7gmmqnwejqrnlyg,1
Action Required: Confirm your payment information,admin@taikb-portal.click,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: https://is.gd/v649gp Failure to act will result in account termination!!!,https://is.gd/v649gp,1
Your Uber receipt,receipts43@uber.com,Thanks for your purchase. Your total was $41.17. View the receipt any time: https://www.uber.com/settings,https://www.uber.com/settings,0
Wells Fargo notification,wellsfargo.support333@gmail.com,There is an update on your account. View it here: http://90.172.241.211/wellsfargo/secure-login.php,http://90.172.241.211/wellsfargo/secure-login.php,0
Congratulations! You have won a $1000 gift card,account63@c01nbase-verify.work,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: http://payment-secure.click/secure Provide your details to receive your cash reward immediately.,http://payment-secure.click/secure,1
Action Required: Confirm your payment information,security90@dh1-billing.xyz,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: https://tinyurl.com/jdh69m Failure to act will result in account termination!!!,https://tinyurl.com/jdh69m,1
Re: project timeline,sara.jamie@brightlabs.co,"Thanks, that works for me. I'll circulate the revised plan tomorrow. Doc is here for reference: https://docs.brightlabs.co/34dohr",https://docs.brightlabs.co/34dohr,0
Action needed: accept your Airbnb invite,automated@airbnb.com,Morgan invited you to a workspace. Accept the invitation to get started: https://www.airbnb.com/inbox,https://www.airbnb.com/inbox,0
Your LinkedIn payment receipt,service@linkedin.com,We received your payment of $25.62. Thanks for being a customer. Receipt: https://www.linkedin.com/notifications,https://www.linkedin.com/notifications,0
You have 17 unread notifications,hello-2y7j@figma.com,Here is your weekly Figma digest. Open the app to catch up: https://www.figma.com/billing,https://www.figma.com/billing,0
Your password was changed,no-reply92@linkedin.com,"Hi Neha, this confirms your password was changed. If this was you, no action is needed. Manage security settings: https://www.linkedin.com/notifications",https://www.linkedin.com/notifications,0
Your Instagram account,instagram.billing@customer-secure.tk,Please review your recent activity here: http://instagram.account-pe28.com@wb4wa0kn.tk/login,http://instagram.account-pe28.com@wb4wa0kn.tk/login,1
Document shared with you,alert79@1nstagram-team.zip,A document has been shared with you. Open it here: http://instagram-secure.uot0m.support/verify?id=zmg2w5scrc,http://instagram-secure.uot0m.support/verify?id=zmg2w5scrc,1
Your Coinbase package is on hold,admin@jg43d-portal.support,Your parcel is on hold due to an unpaid customs fee. Pay now and update your billing information to release it: http://225.127.11.208/coinbase/secure-login.php,http://225.127.11.208/coinbase/secure-login.php,1
Your password was changed,orders@dropbox.com,"Hi Leo, this confirms your password was changed. If this was you, no action is needed. Manage security settings: https://www.dropbox.com/billing/history",https://www.dropbox.com/billing/history,0
Re: contract review,taylor.priya@bluepeak.net,Looks good overall. I left a couple of comments in section 3 - mostly wording. Once those are in I'm happy to sign off. Latest copy: https://docs.bluepeak.net/p22agt,https://docs.bluepeak.net/p22agt,0
Action needed: accept your Figma invite,hello-cht8@figma.com,Arjun invited you to a workspace. Accept the invitation to get started: https://www.figma.com/app,https://www.figma.com/app,0
Confirm your Coinbase identity,qef8ad@c01nbaseqcm.click,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: https://rb.gy/70pjwk Thank you for your cooperation.",https://rb.gy/70pjwk,1
Lunch next week?,sara.ben@brightlabs.co,Are you free Thursday or Friday? Happy to grab something near the office.,https://docs.brightlabs.co/cymt4p,0
Confirm your Wells Fargo identity,service@wellsfargomail.com,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: http://wellsfargo-secure.cnj61.click/verify?id=yw0hunpeb5 Thank you for your cooperation.",http://wellsfargo-secure.cnj61.click/verify?id=yw0hunpeb5,1
URGENT: Your Chase account has been suspended,security42@chase-billing.support,"Dear Customer, we detected UNUSUAL ACTIVITY on your account. It has been SUSPENDED. You must VERIFY your identity within 24 hours or it will be permanently closed!!! Verify now: http://39.229.225.62/chase/secure-login.php Enter your password and billing details to restore access.",http://39.229.225.62/chase/secure-login.php,1
Your PayPal account,service@account-services.com,Please review your recent activity here: http://paypal-verify.support/update,http://paypal-verify.support/update,1
Confirm your LinkedIn identity,team@account-services.com,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: http://linkedin-secure.63tne.tk/verify?id=6dt44e2pb9 Thank you for your cooperation.",http://linkedin-secure.63tne.tk/verify?id=6dt44e2pb9,1
Your Microsoft package is on hold,microsoft.billing@microsoft-alert.support,Your parcel is on hold due to an unpaid customs fee. Pay now and update your billing information to release it: http://microsoft-center.zip/verify,http://microsoft-center.zip/verify,1
Your FedEx order #503850 has shipped,support-7s8y@fedex.com,"Hi Diya, your order #503850 is on its way and will arrive in 2-3 days. Track it from your account: https://www.fedex.com/account",https://www.fedex.com/account,0
URGENT: Your DHL account has been suspended,account6@dh1-billing.support,"Dear Customer, we detected UNUSUAL ACTIVITY on your account. It has been SUSPENDED. You must VERIFY your identity within 24 hours or it will be permanently closed!!! Verify now: https://is.gd/c0d4po Enter your password and billing details to restore access.",https://is.gd/c0d4po,1
Re: your request,dhl.security106@gmail.com,Following up - please complete the verification here: http://dhl.account-k14a.com@3k45k6ao.work/login,http://dhl.account-k14a.com@3k45k6ao.work/login,1
Update your direct deposit,j0np7q@1nstagram4b5.top,Please confirm your bank account and routing number to receive this month's salary on time. Use the secure portal here: http://182.138.54.98/instagram/secure-login.php,http://182.138.54.98/instagram/secure-login.php,1
Verify your wallet,service@netflix-care.com,We noticed unusual activity on your wallet. Confirm your seed phrase and login credentials to secure your funds: http://secure-update.tk/account,http://secure-update.tk/account,1
Your Microsoft package is on hold,account14@m1cr0s0ft-team.tk,Your parcel is on hold due to an unpaid customs fee. Pay now and update your billing information to release it: http://microsoft.account-zrgg.com@cmhj9uzp.click/login,http://microsoft.account-zrgg.com@cmhj9uzp.click/login,1
Your monthly Dropbox statement is ready,support@dropbox.com,"Hello Arjun, your statement is now available. No action is needed. Review it here when convenient: https://www.dropbox.com/orders",https://www.dropbox.com/orders,0
URGENT: Your Netflix account has been suspended,netflix.security960@gmail.com,"Dear Customer, we detected UNUSUAL ACTIVITY on your account. It has been SUSPENDED. You must VERIFY your identity within 24 hours or it will be permanently closed!!! Verify now: https://bit.ly/14l5rw Enter your password and billing details to restore access.",https://bit.ly/14l5rw,1
Re: your request,hr.center@delivery-track.tk,Following up - please complete the verification here: http://chase-secure.3j45f.xyz/verify?id=vh8xacbtfq,http://chase-secure.3j45f.xyz/verify?id=vh8xacbtfq,1
Your Notion receipt,team@notion.so,Thanks for your purchase. Your total was $44.52. View the receipt any time: https://www.notion.so/settings,https://www.notion.so/settings,0
Re: contract review,sara.casey@meridianhq.com,Looks good overall. I left a couple of comments in section 3 - mostly wording. Once those are in I'm happy to sign off. Latest copy: https://docs.meridianhq.com/x64gvo,https://docs.meridianhq.com/x64gvo,0
Action Required: Confirm your payment information,dhl.security832@gmail.com,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: http://dhl-track.support/secure Failure to act will result in account termination!!!,http://dhl-track.support/secure,1
thanks!,arjun.neha@acmecorp.com,"Got it, appreciate the quick turnaround. Talk soon.",https://docs.acmecorp.com/1fm0zu,0
URGENT: Your Dropbox account has been suspended,support@rewards-team.click,"Dear Customer, we detected UNUSUAL ACTIVITY on your account. It has been SUSPENDED. You must VERIFY your identity within 24 hours or it will be permanently closed!!! Verify now: http://151.8.95.133/dropbox/secure-login.php Enter your password and billing details to restore access.",http://151.8.95.133/dropbox/secure-login.php,1
Your Amazon order #442817 has shipped,orders@amazon.com,"Hi Jamie, your order #442817 is on its way and will arrive in 2-3 days. Track it from your account: https://www.amazon.com",https://www.amazon.com,0
Quick update on the deploy,sara.jordan83@meridianhq.com,"Deploy went out cleanly, all checks green. Dashboard: https://docs.meridianhq.com/ezpmsb",https://docs.meridianhq.com/ezpmsb,0
URGENT: Your FedEx account has been suspended,fedex.support696@gmail.com,"Dear Customer, we detected UNUSUAL ACTIVITY on your account. It has been SUSPENDED. You must VERIFY your identity within 24 hours or it will be permanently closed!!! Verify now: https://tinyurl.com/4bm0pw Enter your password and billing details to restore access.",https://tinyurl.com/4bm0pw,1
Your Uber receipt,receipts@uber.com,Thanks for your purchase. Your total was $22.15. View the receipt any time: https://www.uber.com/settings,https://www.uber.com/settings,0
Sign-in confirmation,dhl.service632@gmail.com,Confirm your recent sign-in to continue: http://dh1-billing.support/kcda9j/p9azl7/0qvanr?token=hr6fc4w408yo1wekw1kn,http://dh1-billing.support/kcda9j/p9azl7/0qvanr?token=hr6fc4w408yo1wekw1kn,1
Verify your wallet,account96@m1cr0s0ft-verify.top,We noticed unusual activity on your wallet. Confirm your seed phrase and login credentials to secure your funds: http://microsoft-secure.277lp.zip/verify?id=0rnvh2ohhm,http://microsoft-secure.277lp.zip/verify?id=0rnvh2ohhm,1
Update your direct deposit,no-reply@account-services.com,Please confirm your bank account and routing number to receive this month's salary on time. Use the secure portal here: http://154.200.239.202/chase/secure-login.php,http://154.200.239.202/chase/secure-login.php,1
You have 9 unread notifications,billing@spotify.com,Here is your weekly Spotify digest. Open the app to catch up: https://www.spotify.com/inbox,https://www.spotify.com/inbox,0
Your GitHub receipt,notifications@github.com,Thanks for your purchase. Your total was $50.27. View the receipt any time: https://www.github.com/billing,https://www.github.com/billing,0
Your monthly Coinbase statement is ready,support21@coinbase.com,"Hello Priya, your statement is now available. No action is needed. Review it here when convenient: https://www.coinbase.com/support/cases",https://www.coinbase.com/support/cases,0
Notes from today's sync,arjun.priya48@meridianhq.com,"Hey, great call. I put the action items in the shared doc. Let me know if I missed anything.",,0
